Leading.proteinsPositions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value daf2_d10_eat2_d10;Student's T-test q-value  daf2_d10_eat2_d10; Student's T-test Difference  daf2_d10_eat2_d10;Student's T-test Test statistic  daf2_d10_eat2_d10;Sign p-val: 0.05 
Q17698(81);20,5634;21,49;20,8899;17,8248;20,3881;21,0528;21,1959;20,7776;0,340619;0,321267;-0,661601;-0,795859;
Q17698(71);20,3444;19,6951;19,4296;20,5525;21,1706;21,2742;20,607;21,4057;1,88562;0,00824383;-1,10898;-3,48812;+
Q17740(580);20,7402;19,7543;18,6707;20,0737;21,7016;21,1521;21,8076;21,4595;2,03549;0,0062124;-1,7205;-3,77676;+
Q17763(17);19,1669;19,4109;19,8457;20,1998;21,7753;21,4461;19,9098;20,704;1,47573;0,0188582;-1,30297;-2,74663;+
Q17770(440);18,4624;19,4209;16,3343;17,784;21,9835;19,7657;19,6744;20,5382;1,59869;0,0143941;-2,49005;-2,96269;+
Q17770(215);21,9118;20,9059;18,8024;19,173;23,3228;22,6858;22,8258;21,9612;1,72358;0,0114027;-2,50063;-3,18741;+
Q17796(204);24,3326;23,6576;25,1955;24,1097;23,2108;22,6391;23,8991;26,7682;0,0716414;0,783932;0,194552;0,200214;
Q17796(228);20,1237;20,9291;19,4035;20,7281;25,5651;23,8157;23,6758;22,0377;2,31952;0,00401208;-3,47746;-4,35594;+
Q17796(229);20,9578;19,4364;24,1095;23,2213;23,9007;24,648;23,8749;26,2237;1,20174;0,0345346;-2,73058;-2,27949;+
Q17796(97);25,0337;24,7141;25,3624;25,3244;26,6098;25,6944;26,5281;27,8764;1,78754;0,00994126;-1,56852;-3,30479;+
Q17827(8);19,3588;20,7073;19,4852;20,2357;21,8716;20,3613;20,7229;21,5444;1,3232;0,0267944;-1,17829;-2,48456;+
Q17827(16);20,0034;20,8321;22,0347;16,5173;21,2887;21,5312;21,8621;20,656;0,575299;0,163958;-1,48761;-1,22669;
Q17832(409);19,6116;18,3238;21,197;18,3944;19,9278;21,4798;18,1039;20,8322;0,295948;0,369698;-0,704242;-0,707342;
Q17832(153);19,2665;19,1401;18,6265;20,7456;21,6715;20,9813;19,5187;21,4755;1,15546;0,0381763;-1,4671;-2,20199;+
Q17832(509);17,9525;19,1993;19,5667;19,5369;21,7051;21,3308;20,5284;21,5943;2,52426;0,00239156;-2,2258;-4,80336;+
Q86GU1(123);24,0543;24,1523;25,3103;25,529;26,236;26,0482;26,3676;25,675;1,73441;0,0109672;-1,32024;-3,20717;+
Q86GU1(135);24,7057;25,141;23,0147;23,8599;25,4238;26,3802;24,6566;23,3223;0,425696;0,250226;-0,765387;-0,957616;
Q86GU1(142);24,3775;24,2726;25,4256;25,5546;23,859;23,1893;25,4173;22,9594;0,805555;0,0905237;1,05134;1,61946;
Q86GU1(39);21,6966;20,8042;21,1913;23,9942;26,5926;25,4966;25,8637;24,0434;2,14994;0,005215;-3,5775;-4,00478;+
Q86GU1(117);23,1978;24,6086;23,6959;24,6353;25,8219;25,4496;25,7873;23,8324;1,04421;0,0491673;-1,18842;-2,01663;+
Q17868(80);19,6381;20,8175;18,8801;18,5494;20,8846;21,1373;20,4656;20,6863;1,34817;0,0256129;-1,32218;-2,52707;+
Q17941(413);18,0119;20,3266;21,0518;18,9528;20,4058;21,4869;20,8285;20,8682;0,931279;0,064737;-1,31156;-1,82904;
Q17963(129);19,6426;17,8484;19,3499;18,7213;19,9607;18,2626;19,7118;21,0833;0,576871;0,163559;-0,864052;-1,22944;
Q17967(80);26,4402;26,5686;25,5528;24,9234;26,3161;26,331;26,9868;25,0876;0,223525;0,463225;-0,309084;-0,556979;
Q18012(48);22,1808;22,6562;24,3968;23,2487;21,2516;20,9365;20,5692;20,3171;2,39615;0,00342255;2,35204;4,52024;+
Q18026(35);24,5667;23,6941;25,281;24,688;21,7187;21,3243;21,2582;21,2308;4,02112;0,000559585;3,17441;9,16092;+
Q18034(203);18,7442;19,6732;19,9186;20,9611;21,2737;20,3162;21,0077;21,501;1,21123;0,0339628;-1,2004;-2,29543;+
Q18034(179);25,9772;26,683;25,6199;27,5575;25,9918;25,6526;26,2322;26,5949;0,304502;0,359222;0,341513;0,724515;
Q18066(427);18,2585;19,2671;18,6357;20,7933;21,0725;21,1213;19,7919;21,5917;1,29678;0,0283444;-1,65572;-2,43971;+
Q18066(360);19,6835;18,0373;21,0099;17,6001;20,5506;20,8845;19,6607;19,9618;0,688442;0,123519;-1,18169;-1,42184;
Q18068(3);19,5624;19,9906;20,1829;19,553;20,9607;21,4406;21,7376;20,3093;1,99179;0,00672802;-1,28984;-3,69147;+
Q18070(112);20,5859;19,0011;21,0708;19,5449;21,4691;18,4795;20,3857;21,0855;0,141527;0,612124;-0,304223;-0,373111;
Q18091(7);19,4762;20,0324;18,6001;19,9531;26,8169;27,5313;27,7095;25,6474;4,88593;0;-7,41087;-12,9578;+
Q18099(303);25,3278;25,5295;24,8584;23,8863;27,012;25,7996;26,4425;24,3325;0,709318;0,116511;-0,996124;-1,45733;
Q18099(32);23,5414;23,8849;24,869;24,598;27,6677;26,0652;26,5515;26,5012;2,76975;0,00174857;-2,47306;-5,37778;+
Q18099(579);24,565;23,5093;24,8399;25,612;25,9417;25,7953;25,777;23,2721;0,30636;0,357444;-0,564972;-0,72823;
Q18115(444);26,5048;27,0889;27,283;25,9277;21,9146;21,4929;20,4564;21,0558;4,79877;0;5,4712;12,5181;+
Q18124(71);23,7485;23,931;23,8498;24,369;24,9963;25,2984;26,6259;27,5259;1,90854;0,00787812;-2,13703;-3,53158;+
Q18152(240);18,2929;20,1448;17,9767;18,5592;21,2158;18,5346;21,7593;20,8468;1,12474;0,0404843;-1,84571;-2,1507;+
Q18202(364);21,1985;20,0758;20,0668;19,9113;21,9871;20,8914;20,8047;19,1756;0,251716;0,423606;-0,4016;-0,616643;
Q18212(127);21,4519;20,5704;20,3633;19,2762;20,6882;18,3122;21,34;21,3217;3,38E-05;0,999897;-8,58E-05;-0,000101547;
Q18212(264);18,9884;18,6983;19,8058;20,4829;21,1771;19,4606;21,8013;20,4109;0,964032;0,0593211;-1,2186;-1,88345;
Q18217(259);19,4073;16,3536;18,9407;19,6253;21,3881;20,6462;20,2439;20,7482;1,47427;0,0188463;-2,17488;-2,74411;+
Q18231(122);22,7444;21,9649;22,3392;22,3004;23,5762;23,0149;25,1479;22,5435;1,09162;0,0442783;-1,2334;-2,09549;+
Q18231(123);22,3985;22,8905;22,4872;23,2351;24,6717;24,0238;24,67;25,08;3,15532;0,00112092;-1,85853;-6,37633;+
Q18286(425);19,7811;16,7819;20,2737;19,0222;20,8497;20,2588;21,8044;21,0489;1,28853;0,0289747;-2,02577;-2,42573;+
Q18336(127);18,906;20,0679;18,5586;18,7655;19,2926;20,4202;21,2364;21,2421;1,3769;0,023799;-1,47334;-2,57616;+
Q18445(159);16,2055;20,4977;18,6773;18,4224;23,0608;22,025;21,6503;23,4306;2,24349;0,00448602;-4,09093;-4,19643;+
Q18449(107);19,1798;19,4171;21,3187;20,1757;25,7001;24,78;25,7346;22,5382;2,71055;0,00192973;-4,6654;-5,2352;+
Q18453(64);21,1244;19,079;18,5069;19,8745;20,8137;21,2681;21,1441;20,8659;1,26416;0,0305639;-1,37673;-2,38455;+
Q18476(980);19,8822;18,5792;19,0505;20,765;19,4618;19,8269;21,239;20,7389;0,551388;0,17491;-0,747434;-1,18468;
Q18544(477);21,8155;19,2695;20,7235;18,9892;24,4731;24,0979;24,555;25,8727;2,99698;0,00118089;-4,55027;-5,9509;+
Q18544(16);19,7745;19,1585;18,3979;18,0624;22,1562;21,5031;20,9436;21,661;2,98773;0,00116695;-2,71765;-5,92675;+
Q18545(465);20,7141;19,6133;19,627;21,718;20,8921;19,8212;21,2106;20,8329;0,180048;0,535267;-0,271069;-0,461615;
Q18550(177);20,9941;20,4812;20,5628;18,5335;24,8999;24,7065;25,026;23,3244;3,1781;0,00103733;-4,34629;-6,43941;+
Q18573(578);20,4976;19,8417;21,2071;19,7469;24,1809;22,1043;24,3421;25,6796;2,44237;0,00302222;-3,75343;-4,62115;+
Q18582(16);23,1338;22,0939;24,5245;22,4282;20,6091;20,5421;21,7302;21,3185;1,76835;0,0103704;1,99511;3,26939;+
Q18582(8);22,4392;22,9669;22,5353;21,7087;23,6115;22,3399;22,638;19,9206;0,129603;0,638172;0,285001;0,344831;
Q18582(221);18,1786;18,8991;17,9243;18,6124;21,4326;21,2753;21,4479;21,4696;4,99094;0;-3,00271;-13,5069;+
Q18587(61);19,3756;18,7609;19,98;19,0985;21,608;20,1054;19,117;20,3787;0,877494;0,075153;-0,998514;-1,73957;
Q18597(438);21,5674;17,8126;19,6349;18,2236;21,5551;19,7477;21,598;20,3184;0,763992;0,100303;-1,49515;-1,5497;
Q18597(539);18,3802;17,687;20,8676;18,9167;20,61;20,6944;21,737;20,7481;1,45415;0,0196574;-1,98449;-2,70919;+
Q18597(541);17,8272;19,4778;20,3792;20,6039;21,7534;21,5178;21,1028;20,1919;1,14552;0,0390582;-1,56943;-2,18538;+
Q18604(233);21,0362;20,6411;21,8013;18,5272;21,5493;20,5762;21,1202;19,7424;0,11367;0,675204;-0,245599;-0,306317;
Q18610(299);21,183;19,5524;20,0785;18,6292;20,3269;21,2404;21,8412;20,5891;0,914588;0,0674595;-1,13866;-1,80129;
Q18620(5);17,6044;18,0926;19,0141;18,6699;19,0946;19,7148;21,4885;21,4762;1,64833;0,0129979;-2,09827;-3,05133;+
Q18650(163);20,1145;18,3579;18,8989;20,3167;21,1125;19,6638;20,7711;19,2559;0,562198;0,169577;-0,778819;-1,20371;
Q18655(499);18,6879;17,7488;19,4808;19,758;20,5762;19,8321;21,1183;20,8846;1,715;0,0117179;-1,68389;-3,17179;+
Q18655(511);22,4632;22,7272;23,2203;22,3343;20,9861;20,6409;20,8683;21,417;3,27181;0,00101288;1,70813;6,70409;+
Q18655(519);20,0228;19,5653;18,0406;18,4154;21,6344;21,0458;20,6663;19,6557;1,49438;0,0180693;-1,73952;-2,77911;+
Q18655(280);20,458;19,2141;19,9269;19,261;21,9382;20,6292;21,1426;20,7202;1,79032;0,00993957;-1,39254;-3,30993;+
Q18665(203);24,1748;24,6233;25,0624;21,815;25,764;24,4664;25,9269;19,9573;0,0238168;0,923018;-0,109738;-0,0697798;
Q18678(114);19,2745;20,6197;18,5214;20,8432;21,0272;20,7075;19,2509;21,4107;0,492069;0,207157;-0,784359;-1,07897;
Q18680(272);20,2477;16,7632;19,3378;20,0767;24,5525;24,8735;25,6172;24,6972;3,35349;0,000839161;-5,82874;-6,94175;+
Q18688(100);18,6689;19,7925;19,8909;18,9773;22,8333;22,4724;22,7356;24,6992;3,19977;0,00105812;-3,85272;-6,49986;+
Q18688(326);20,4224;19,703;19,6028;19,8167;25,9299;24,8139;25,7596;23,5117;3,91099;0,000469565;-5,11758;-8,75771;+
Q18688(327);20,1875;18,5879;19,1332;17,0905;25,9299;24,1368;24,4665;24,0572;3,55962;0,000614493;-5,89784;-7,57219;+
Q18688(601);20,6029;19,5975;19,7769;19,0643;21,2752;19,8682;20,8072;19,7107;0,634757;0,141802;-0,654918;-1,32991;
Q18688(227);19,7865;17,414;20,8435;20,8484;21,1082;19,4066;19,1582;21,401;0,220052;0,468116;-0,545406;-0,549518;
Q18688(67);24,4843;24,5424;23,846;24,7114;26,2082;26,8289;27,1016;22,418;0,517047;0,192779;-1,24314;-1,12376;
Q18688(585);20,9047;20,0247;18,5319;20,6148;20,5611;21,3191;21,2051;21,1639;0,961432;0,0598386;-1,04327;-1,87913;
Q18688(197);20,608;19,3087;17,6011;17,6739;24,8114;23,0007;22,4173;26,409;2,44612;0,00291964;-5,36168;-4,62939;+
Q18688(627);20,1278;18,2104;19,9312;18,8456;23,6012;22,1082;23,0741;22,5774;3,16446;0,00102326;-3,56151;-6,40158;+
Q18688(62);19,0205;19,5702;17,1285;19,0296;24,5019;24,598;24,805;26,6407;3,91189;0,000471616;-6,44918;-8,76094;+
Q18688(448);18,588;20,0666;20,3377;20,3091;23,1971;21,143;22,0571;25,5051;1,65199;0,0129085;-3,15021;-3,0579;+
W6RS06(197);19,6036;20,9253;19,3811;19,2849;21,0004;19,9662;21,4747;20,3402;0,891539;0,0725264;-0,896628;-1,76296;
W6RS06(275);20,1166;20,0362;20,7349;19,5138;24,1933;21,891;23,0832;26,0977;2,14888;0,00520073;-3,71592;-4,00263;+
Q18739(109);20,2165;18,251;18,7843;18,7272;21,3526;20,081;19,598;20,7594;1,35438;0,0253645;-1,453;-2,53767;+
Q18739(137);19,3733;21,6841;17,8086;18,4748;19,8333;20,1927;20,8427;21,4566;0,649916;0,136584;-1,24613;-1,35598;
Q18739(98);20,1999;21,6102;17,956;18,8739;20,8615;20,501;21,5843;20,686;0,735476;0,109254;-1,24815;-1,50161;
Q18742(19);20,7431;20,163;20,4659;17,8851;20,5509;19,6406;20,9264;19,6376;0,203003;0,494742;-0,374582;-0,512507;
Q18742(55);21,0887;19,9202;20,3668;19,7889;20,3141;21,015;19,9533;20,7429;0,231274;0,451408;-0,215183;-0,573536;
Q18771(6);22,3468;22,1589;22,6704;21,1183;28,1802;27,7153;25,8992;29,1284;3,53088;0,000597183;-5,65716;-7,48155;+
Q18773(48);24,9939;25,7991;25,1257;26,2832;24,1659;25,829;20,3992;23,6261;0,877605;0,075187;2,04545;1,73976;
Q18787(108);19,2133;20,4385;19,5786;20,2636;24,2221;24,0659;24,8863;26,3227;3,83313;0,000418605;-5,00071;-8,48211;+
Q18787(36);21,5802;20,681;21,8331;19,8734;24,3546;22,5969;22,6552;23,5851;2,02885;0,00639259;-2,30602;-3,76374;+
Q18787(118);20,3381;20,3079;18,5914;20,2205;19,7945;21,4436;20,1787;20,4714;0,504023;0,200473;-0,607562;-1,10046;
Q18799(58);18,1578;19,5556;17,6958;21,3814;21,3164;20,3473;21,2843;21,27;1,12791;0,0401631;-1,8569;-2,15598;+
Q18799(59);17,0915;19,7988;20,9714;19,5071;21,3164;20,6623;21,7032;20,6691;1,06128;0,0479342;-1,74555;-2,04501;+
Q18813(241);19,66;20,8824;21,2195;18,9454;23,3375;22,2269;22,6514;23,294;2,40971;0,00330695;-2,70064;-4,54972;+
Q18813(251);23,0401;23,6336;25,8364;24,0068;25,138;24,4975;24,2821;24,6163;0,343126;0,319551;-0,504228;-0,800746;
Q18846(416);19,7655;18,7777;19,5155;20,084;20,6589;19,9014;20,6865;20,1649;1,28306;0,0293569;-0,817249;-2,41647;+
Q18885(153);17,5917;21,4857;21,2166;16,9307;21,8893;18,7295;21,6214;21,1633;0,509163;0,197505;-1,54466;-1,10967;
Q18885(25);18,5303;21,4976;19,0479;19,4892;21,4096;20,2198;18,9647;19,4475;0,170224;0,554271;-0,369121;-0,43943;
Q18885(122);21,7011;20,6435;20,3693;17,3869;21,4119;19,6125;21,0699;24,8818;0,551865;0,174737;-1,7188;-1,18552;
Q18885(129);19,0015;19,3826;19,901;19,4649;21,5777;22,392;23,8268;22,6232;3,13925;0,00110397;-3,1674;-6,33212;+
Q18885(12);19,793;20,523;19,4435;17,6771;20,0451;19,718;19,8427;20,1998;0,429882;0,247464;-0,59222;-0,965381;
Q18885(135);20,0362;17,365;20,9268;18,8026;22,7737;23,1549;23,156;21,6634;2,14979;0,00521024;-3,40437;-4,00447;+
Q18885(4);25,6971;26,4194;26,4063;24,7251;19,7615;20,4305;21,5486;19,7198;4,06234;0,000596685;5,44683;9,31597;+
Q18885(121);17,6469;20,6502;20,0763;18,3702;20,7395;19,8546;21,0124;21,1469;1,01581;0,0522785;-1,50245;-1,96944;
Q18886(111);20,2388;20,1052;17,2952;21,4676;21,2044;20,9241;19,289;19,9479;0,230657;0,452228;-0,564671;-0,572223;
Q19007(210);20,2108;20,5168;19,9438;19,0877;20,4952;20,9626;20,706;21,1691;1,40416;0,0224748;-0,893463;-2,62292;+
Q19007(175);19,9514;20,3869;20,1797;20,8765;21,455;21,2426;19,2944;21,4018;0,394257;0,274497;-0,499794;-0,898756;
Q19015(48);19,3712;19,0338;19,7066;18,853;29,4022;28,0536;30,4865;25,4633;3,77523;0,000388489;-9,11025;-8,28207;+
Q19015(54);20,7924;18,4523;21,1224;20,1112;29,4022;28,2637;29,3726;26,0003;3,74484;0,000595745;-8,14013;-8,17871;+
Q19015(387);19,2014;17,1719;19,453;19,0866;22,6741;22,5704;23,6177;20,8705;2,51204;0,0023804;-3,70497;-4,77589;+
Q19048(273);19,0801;18,428;20,1451;20,007;21,8607;20,5056;19,8035;20,5594;1,12308;0,0408416;-1,26724;-2,14793;+
Q19056(13);19,0646;17,8465;20,4723;19,23;21,9177;20,7444;21,87;19,3799;1,19651;0,0347677;-1,82465;-2,27072;+
Q19063(110);20,4496;18,2644;20,0419;19,59;21,3759;20,1141;20,6669;21,527;1,22243;0,0331171;-1,33449;-2,31424;+
Q19064(92);19,2063;19,0516;20,61;20,7674;20,5468;19,5366;21,1287;20,2844;0,35855;0,304419;-0,465326;-0,830635;
Q19102(51);18,7874;19,8585;21,281;18,5019;20,3872;20,0282;20,7107;19,0123;0,237115;0,443085;-0,42741;-0,585938;
Q19102(8);19,2683;18,2223;20,4215;18,4002;21,3843;21,4459;20,9868;21,4989;2,32228;0,00402424;-2,25086;-4,36179;+
Q19107(554);21,3113;20,7759;20,7939;18,8985;21,8773;19,216;18,7675;19,0951;0,337716;0,324179;0,705933;0,790191;
Q19107(276);20,9976;19,6648;20,0967;21,3747;26,9101;26,545;26,4332;24,2782;3,59991;0,000644377;-5,50816;-7,70078;+
Q19162(45);18,3436;19,2793;18,8607;21,3229;21,1127;19,8709;21,1875;21,0749;0,960547;0,0598838;-1,3599;-1,87766;
Q19162(59);19,6988;19,3105;19,964;18,034;20,3957;20,1575;20,3925;21,5398;1,38494;0,0234879;-1,36955;-2,58993;+
Q19162(92);18,9401;20,5179;17,6789;20,2731;23,3967;24,47;23,534;23,773;3,14769;0,00111238;-4,44094;-6,3553;+
Q19162(6);24,822;24,8322;23,6918;23,1729;23,7605;23,401;22,6743;25,2645;0,204983;0,491491;0,354655;0,51684;
Q19162(85);21,1569;19,3547;20,3446;21,7437;24,0605;23,6762;24,2858;22,7071;2,54685;0,00207637;-3,03244;-4,85441;+
Q19188(849);21,1465;21,4966;21,9799;22,7026;24,7097;23,7988;24,7301;24,2262;3,12071;0,00109568;-2,53482;-6,28143;+
Q19209(172);22,9131;22,7569;24,5207;24,0109;25,5158;24,4893;25,5349;28,3018;1,39796;0,0227726;-2,41006;-2,61227;+
Q19240(62);20,2198;18,7273;20,3844;18,0469;26,5499;25,8307;24,1422;27,3982;3,50486;0,000710383;-6,63564;-7,40028;+
Q19240(67);20,9293;19,9291;19,8824;18,5818;21,714;19,3347;21,1249;20,2092;0,491246;0,207448;-0,765016;-1,07748;
Q19257(139);18,9853;20,7442;21,6921;19,2226;24,1313;23,6846;23,8513;23,4923;2,83177;0,00132526;-3,62884;-5,53005;+
Q19257(35);19,1955;18,1492;20,7331;18,9978;26,2497;24,6162;26,1231;23,4948;3,33633;0,000825688;-5,85206;-6,89126;+
Q19276(52);19,9843;19,4606;20,0305;20,056;21,1781;21,3199;19,959;20,6799;1,42778;0,0211219;-0,901407;-2,6636;+
Q19289(155);28,8291;28,9358;28,5722;27,4824;29,6838;29,1932;29,7419;27,8596;0,565032;0,16842;-0,664721;-1,20869;
Q19289(303);26,9481;26,4825;27,2278;26,1403;28,1317;27,2691;27,8514;26,562;0,902927;0,0700722;-0,753868;-1,7819;
Q19289(128);17,124;19,242;17,946;19,788;25,7195;24,3089;25,167;25,5211;4,17805;0,000715232;-6,65413;-9,76381;+
Q19289(130);23,2386;23,7538;24,9958;22,9194;25,0874;25,1275;24,535;25,5311;1,44014;0,0204425;-1,34334;-2,68494;+
Q19289(206);25,0577;24,5168;23,6475;23,409;25,0831;24,0427;24,8673;25,4673;0,706396;0,117562;-0,707345;-1,45237;
Q19289(228);26,9901;28,2713;28,4937;28,5726;29,1915;28,3438;28,6359;26,0319;0,0133598;0,957322;0,031179;0,0395878;
Q19289(424);19,5065;19,372;18,4063;18,975;25,2636;24,0231;25,3374;22,8741;3,80225;0,0004;-5,30961;-8,37491;+
Q19289(83);24,46;25,5855;24,1397;24,8295;21,8821;21,2415;21,2377;19,0763;2,88478;0,00117241;3,89429;5,66263;+
Q19289(316);23,9513;22,9812;22,375;23,6522;23,2731;21,404;23,7787;24,4905;0,00148714;0,995646;0,0033412;0,00446582;
Q19289(364);25,2823;24,8436;26,9762;25,5394;26,6238;25,9833;27,0293;25,037;0,343577;0,319277;-0,507986;-0,801624;
Q19289(80);18,9149;20,8285;20,6902;17,0994;21,3223;20,1171;19,7124;19,7076;0,378771;0,287778;-0,831548;-0,86939;
Q19289(82);21,6287;18,8462;18,465;19,68;23,3486;23,4376;23,6497;24,0506;2,8164;0,00143498;-3,96663;-5,49205;+
Q19289(5);21,797;22,5633;23,5679;21,9076;25,7235;24,1331;25,3584;22,5791;1,29231;0,0286154;-1,98959;-2,43213;+
Q19289(444);26,898;25,7287;26,9515;25,5348;20,5432;19,6174;21,0611;21,0601;4,53351;0;5,70778;11,2638;+
Q19289(266);19,0076;19,6445;20,4411;20,2727;18,8833;19,9976;19,5285;20,9712;0,00224238;0,993394;-0,00368309;-0,00672793;
Q19289(49);20,2189;21,4431;18,3287;20,0729;19,3548;20,2289;19,8061;18,6502;0,291527;0,374575;0,505893;0,698422;
Q19289(122);20,55;18,3386;19,9785;19,7498;26,0396;25,2174;26,4194;24,6103;4,11604;0,000666667;-5,91744;-9,52149;+
Q19323(9);19,4159;20,5925;19,7056;18,3207;23,6383;23,5804;23,899;22,8239;3,57242;0,000621701;-3,97672;-7,61284;+
Q19325(84);18,1969;20,4302;18,5265;20,6574;21,182;19,8153;20,0433;19,5352;0,419363;0,25449;-0,691172;-0,945837;
Q19325(86);19,7412;21,0116;19,1441;18,3363;20,2001;21,4695;21,6022;21,2094;1,2823;0,0293973;-1,56202;-2,4152;+
Q19335(101);19,9785;18,1927;19,0168;18,8402;21,9504;21,4808;21,6587;20,8;2,84823;0,00114724;-2,4654;-5,57097;+
Q19344(543);21,3104;18,088;20,8804;20,5933;21,8984;20,2405;21,7297;21,0815;0,587526;0,15953;-1,01951;-1,24805;
Q19360(280);19,2872;20,9191;20,8049;20,094;24,7728;24,3363;24,7167;21,7841;2,3857;0,00340461;-3,62618;-4,49762;+
Q19366(366);20,4367;19,241;18,9011;19,6251;26,1743;25,1377;25,2647;23,3389;3,68934;0,00056;-5,4279;-7,99281;+
Q19376(481);24,9762;22,1225;26,1357;25,7316;27,2031;26,2852;28,1539;24,7407;0,792263;0,0935224;-1,85422;-1,59719;
Q19442(239);19,2671;19,1564;19,7803;21,2569;20,0459;20,6259;21,8289;20,8705;0,796184;0,0928138;-0,977658;-1,60376;
Q19446(275);20,4259;20,3115;18,4548;20,9731;23,5875;24,5116;23,504;22,3481;2,56206;0,00206577;-3,44648;-4,88898;+
Q19478(174);21,1983;17,7681;20,3211;18,138;21,2542;19,861;20,8143;20,4551;0,677347;0,127017;-1,23979;-1,40293;
Q19545(1077);17,4359;20,924;20,2144;20,5543;26,2149;25,9478;26,7541;21,4585;1,9653;0,00702589;-5,31169;-3,64024;+
Q19573(269);18,5504;18,3171;19,633;19,6438;24,9269;23,197;24,3681;23,8199;4,20694;0,000739726;-5,04192;-9,87857;+
Q19573(259);25,24;25,0123;24,274;23,2927;25,7234;25,1671;25,2067;25,3373;1,02148;0,0515674;-0,903882;-1,97886;
Q19577(153);19,2963;20,3707;18,9838;18,2601;20,787;21,5034;20,354;21,4057;1,87255;0,00846646;-1,78484;-3,46344;+
Q19579(333);20,3399;19,1795;20,8213;19,6892;21,9998;22,5646;21,7379;26,2024;1,52564;0,0170052;-3,11866;-2,83377;+
Q19579(228);20,2051;19,0769;18,9732;19,3549;24,4725;23,8941;23,7189;23,8647;5,10082;0;-4,585;-14,105;+
Q19579(219);22,6048;23,3094;23,1504;21,524;21,1166;20,9646;21,5558;21,2559;1,82156;0,00935224;1,42389;3,36791;+
Q19579(243);23,6649;22,754;24,6061;23,8838;20,9431;20,4629;21,0627;20,9038;3,42206;0,00077;2,88409;7,14649;+
Q19625(98);19,7506;20,6071;19,3037;19,3854;24,3494;24,2821;23,5116;22,2723;3,29511;0,000884026;-3,84217;-6,77121;+
Q19625(105);18,3785;18,3293;19,3471;18,8681;24,3494;25,4313;25,8239;25,4574;5,48882;0;-6,53472;-16,425;+
Q19626(14);25,1841;26,4363;26,2527;26,0132;24,8079;24,6394;25,7534;23,752;1,32877;0,0266164;1,23339;2,49402;+
Q19680(361);19,0903;21,0561;20,2749;21,3176;21,397;20,2054;20,7086;19,0643;0,0452574;0,860982;0,0909266;0,129707;
Q19680(329);19,0974;16,3318;18,5354;18,8161;20,5986;21,5279;21,4955;19,7585;1,88662;0,00826295;-2,64993;-3,49001;+
Q19680(210);21,107;19,2872;20,2174;21,1812;19,535;21,3906;20,919;20,9304;0,157309;0,580147;-0,245567;-0,409874;
Q19743(69);19,541;18,334;20,4002;19,1934;21,6627;20,5693;20,9295;19,1497;0,903334;0,0700091;-1,21065;-1,78258;
Q19746(407);18,6156;17,9131;20,7035;19,7929;25,6617;24,9439;23,9947;23,5507;3,29606;0,000885965;-5,28146;-6,77396;+
Q19746(418);21,0661;19,6178;20,7844;20,7658;26,0459;26,1741;25,2703;26,4428;4,95178;0;-5,42477;-13,2996;+
Q19746(409);19,1434;20,0791;19,6671;20,2649;23,7948;24,1795;23,9947;23,0823;4,58494;0;-3,97421;-11,4975;+
Q19746(326);25,2148;22,6449;21,0708;21,2825;27,2194;26,972;27,1742;29,6022;2,41334;0,00316989;-5,18869;-4,5576;+
Q19767(28);24,7088;24,414;24,2523;24,3613;25,2617;25,4392;25,6441;25,2843;3,50441;0,000708447;-0,973181;-7,39887;+
Q19767(50);26,3512;26,3916;25,1035;26,2781;26,6307;25,1924;27,6642;25,678;0,159178;0,576308;-0,260242;-0,414179;
Q19775(175);18,995;18,6317;16,4027;21,0632;21,9958;20,5606;21,8548;21,2075;1,3943;0,022939;-2,63153;-2,60599;+
Q19796(397);20,399;20,04;20,1589;19,7797;19,5523;20,9115;21,3801;20,551;0,579482;0,16232;-0,504344;-1,234;
Q19825(447);19,9916;20,9768;19,651;19,9996;24,2711;22,4152;25,8332;23,1028;2,47074;0,00265912;-3,75081;-4,68377;+
Q19826(78);19,1161;17,62;19,4822;20,5619;23,1299;23,1945;23,6775;23,6635;3,28653;0,000880174;-4,22127;-6,74641;+
Q19843(83);20,1171;19,718;20,3898;20,3342;21,3927;20,5818;21,7996;21,2062;2,01546;0,00642798;-1,10532;-3,73755;+
Q19869(83);19,5773;20,5049;19,9011;19,8442;23,4057;22,4084;23,25;22,6088;4,11303;0,000654545;-2,96133;-9,50987;+
Q19872(124);19,1344;18,4406;18,1049;17,2867;20,8437;20,3666;21,1148;20,8313;3,07353;0,00104286;-2,54743;-6,15378;+
Q19895(87);19,1435;19,0174;21,5424;19,7502;19,5845;18,9995;20,5615;20,5018;0,0238278;0,923295;-0,0484319;-0,0698113;
Q19895(59);22,8757;23,0588;22,1863;22,486;25,6452;24,3625;25,8507;22,2455;1,15539;0,0381561;-1,87427;-2,20187;+
Q19907(224);22,2993;20,8947;22,5637;22,2857;21,2567;20,5165;21,6786;20,237;1,13458;0,0395143;1,08868;2,16712;+
Q19932(435);18,6032;17,6578;19,7157;19,0595;20,8843;20,8233;21,4028;21,5618;2,66373;0,00200261;-2,409;-5,1243;+
